    1.3865	    0.7671
    1.4115	    0.7572
    1.9195	    1.0963
    3.5966	    1.1785
    3.3921	    1.2185
    2.4320	    0.5097
    1.3067	    0.5953
    3.1438	    1.4050
    1.8703	    0.9214
    1.7502	    1.1074
    1.9545	    1.1435
    1.6620	    0.8304
    1.6291	    0.8807
    1.4908	    0.8529
    1.8364	    0.9793
    2.6403	    0.6802
    3.1964	    1.2663
    3.5974	    1.4426
    3.3704	    0.4883
    3.5711	    1.3956
    3.8530	    2.1891
    4.2809	    2.1237
    4.4418	    1.9992
    5.3667	    1.3545
    4.3875	    2.1321
    4.4607	    1.9931
    4.3442	    1.9739
    3.7066	    2.0379
    3.4516	    1.7391
    2.8013	    1.6393
    2.5183	    1.5452
    2.2127	    1.4237
    2.0832	    1.3655
    1.9428	    1.2325
    1.8914	    1.2131
    1.9023	    1.2153
    1.8608	    1.1895
    1.9025	    1.1286
    1.7976	    1.1133
    1.7205	    1.0970
    1.7128	    1.0751
    1.7314	    1.0713
    1.5834	    0.9827
    1.4814	    0.9384
    1.4400	    0.8966
    1.3991	    0.8840
    1.3736	    0.8617
    1.2047	    0.6945
    1.1010	    0.6273
    1.0916	    0.6229
    1.1473	    0.6430
    1.0779	    0.6056
    1.0136	    0.6353
    1.0863	    0.6759
    1.0983	    0.6844
    1.1118	    0.7052
    1.0854	    0.6895
    1.0561	    0.6885
    1.0655	    0.6908
    1.0988	    0.7229
    1.1673	    0.7721
    1.1955	    0.7855
    1.2262	    0.8011
    1.1379	    0.7381
    1.1705	    0.7608
    1.1663	    0.7695
    1.1791	    0.7688
    1.0873	    0.7108
    1.0806	    0.7069
    1.0237	    0.6650
    1.0425	    0.6839
    1.0332	    0.6714
    1.0721	    0.6603
    1.0463	    0.6611
    1.0432	    0.6652
    1.0387	    0.6779
    1.0095	    0.6642
    1.0073	    0.6610
    0.9737	    0.6381
    1.0194	    0.6676
    1.0033	    0.6553
    1.0063	    0.6581
    1.0024	    0.6562
    0.9879	    0.6526
    0.9569	    0.6280
    0.9593	    0.6301
    0.9719	    0.6395
    1.0194	    0.6605
    1.0127	    0.6531
    1.0217	    0.6590
    1.0398	    0.6660
    1.0395	    0.6787
    1.0186	    0.6725
    1.0330	    0.6799
    1.0287	    0.6776
    1.0330	    0.6807
    1.0621	    0.6974
    1.0703	    0.7067
    1.0944	    0.7244
    1.1240	    0.7469
    1.1316	    0.7514
    1.1044	    0.7314
    1.1346	    0.7535
    1.1392	    0.7581
    1.1413	    0.7578
    1.1250	    0.7465
    1.1041	    0.7322
    1.1410	    0.7547
    1.1175	    0.7352
    1.1185	    0.7347
    1.1166	    0.7269
    1.1097	    0.7212
    1.1216	    0.7320
    1.1426	    0.7480
    1.1293	    0.7452
    1.1256	    0.7419
    1.1212	    0.7329
    1.1184	    0.7389
    1.1065	    0.7310
    1.1078	    0.7316
    1.1175	    0.7353
    1.0878	    0.7152
    1.0918	    0.7194
    1.0965	    0.7239
    1.0955	    0.7212
    1.0671	    0.7037
    1.0590	    0.6989
    1.0850	    0.7164
    1.0575	    0.6994
    1.0541	    0.6952
    1.0352	    0.6841
    1.0149	    0.6681
