    2.8784	    3.1756
    2.0896	    2.5837
    5.0847	    4.4660
    1.8765	    2.4128
    1.3611	    1.9015
    2.5831	    3.2228
    0.9591	    1.2877
    1.6524	    2.2080
    2.0556	    2.7069
    1.8378	    2.5179
    2.1424	    2.8830
    1.9853	    2.7251
    2.2077	    2.9460
    2.1680	    2.9819
    2.6864	    3.6857
    2.8034	    3.9473
    3.1228	    4.4029
    3.1139	    4.1338
    3.5043	    4.5965
    4.8101	    6.0841
    5.7403	    6.4269
    6.2030	    7.0757
    5.3284	    6.7557
    4.0205	    5.4457
    3.1034	    4.3713
    3.0446	    4.3006
    2.7820	    3.8808
    2.4160	    3.4141
    1.9388	    2.7401
    1.6811	    2.3774
    1.6421	    2.3151
    1.4001	    1.9800
    1.2538	    1.7725
    1.2210	    1.7262
    1.2370	    1.7390
    1.2870	    1.7879
    1.2441	    1.7506
    1.3113	    1.8463
    1.3764	    1.9164
    1.3354	    1.8468
    1.3304	    1.8454
    1.4838	    2.0016
    1.5709	    2.1103
    1.5178	    2.0700
    1.3581	    1.9013
    1.3859	    1.9394
    1.4236	    1.9727
    1.4848	    2.0514
    1.5909	    2.2257
    1.5879	    2.2310
    1.7105	    2.4106
    1.7528	    2.4702
    1.6133	    2.2751
    1.6200	    2.2896
    1.6404	    2.3186
    1.6514	    2.3354
    1.7551	    2.4819
    1.7486	    2.4727
    1.7699	    2.5025
    1.6881	    2.3873
    1.6036	    2.2669
    1.5889	    2.2470
    1.5857	    2.2409
    1.5879	    2.2455
    1.5463	    2.1865
    1.4977	    2.1149
    1.5928	    2.2430
    1.5887	    2.2425
    1.5885	    2.2463
    1.6086	    2.2721
    1.5778	    2.2242
    1.5257	    2.1409
    1.5573	    2.1753
    1.6622	    2.3028
    1.6063	    2.2222
    1.5634	    2.1668
    1.4989	    2.0820
    1.4521	    2.0148
    1.5749	    2.1743
    1.5313	    2.1030
    1.6603	    2.2216
    1.7379	    2.3139
    1.7132	    2.2914
    1.7241	    2.3052
    1.7687	    2.3252
    1.7254	    2.2768
    1.8031	    2.3639
    1.6582	    2.2163
    1.6766	    2.2361
    1.7518	    2.3643
    1.7318	    2.3692
    1.6670	    2.2973
    1.6230	    2.2429
    1.6621	    2.2981
    1.6503	    2.3009
    1.7334	    2.4037
    1.7056	    2.3858
    1.7765	    2.4888
    1.7645	    2.4703
    1.7395	    2.4416
    1.7307	    2.4307
    1.7266	    2.4397
    1.6680	    2.3563
    1.6250	    2.2905
    1.6301	    2.2929
    1.6823	    2.3576
    1.6161	    2.2698
    1.6086	    2.2558
    1.5413	    2.1636
    1.5471	    2.1673
    1.6023	    2.2364
    1.6136	    2.2508
    1.6248	    2.2667
    1.5756	    2.1891
    1.5707	    2.1549
    1.6471	    2.2567
    1.6763	    2.2944
    1.6521	    2.2756
    1.7303	    2.3533
    1.7413	    2.3524
    1.6593	    2.2743
    1.7550	    2.3849
    1.8035	    2.4559
    1.8327	    2.4943
    1.8027	    2.4363
