ID,dd,mm,aaaa,FechaUTC,hh,mm,ss,HoraUTC,Latitud,Longitud,Profundidad,Magnitud
20081025150751,25,10,2008,2008/10/25,15,07,51,15:07:51,15.59,-97.56,016,3.70
20081026041817,26,10,2008,2008/10/26,04,18,17,04:18:17,15.71,-96.40,036,3.50
20081027071002,27,10,2008,2008/10/27,07,10,02,07:10:02,16.19,-94.17,104,3.80
20081028112203,28,10,2008,2008/10/28,11,22,03,11:22:03,16.45,-93.66,148,3.90
20081029114645,29,10,2008,2008/10/29,11,46,45,11:46:45,15.59,-96.20,004,3.50
20081030163237,30,10,2008,2008/10/30,16,32,37,16:32:37,17.28,-94.70,148,3.90
20081031224208,31,10,2008,2008/10/31,22,42,08,22:42:08,15.76,-94.52,025,4.00
20081101002935,01,11,2008,2008/11/01,00,29,35,00:29:35,16.63,-93.51,180,4.10
20081102064253,02,11,2008,2008/11/02,06,42,53,06:42:53,15.85,-96.41,050,3.90
20081103074436,03,11,2008,2008/11/03,07,44,36,07:44:36,16.46,-95.81,061,3.50
20081104045027,04,11,2008,2008/11/04,04,50,27,04:50:27,14.58,-92.94,025,3.80
20081105092649,05,11,2008,2008/11/05,09,26,49,09:26:49,17.05,-94.52,139,3.70
20081106191349,06,11,2008,2008/11/06,19,13,49,19:13:49,14.96,-92.86,074,3.80
20081107191645,07,11,2008,2008/11/07,19,16,45,19:16:45,14.83,-92.99,063,3.70
20081108031607,08,11,2008,2008/11/08,03,16,07,03:16:07,15.56,-95.38,017,3.70
20081109141011,09,11,2008,2008/11/09,14,10,11,14:10:11,15.75,-94.56,022,4.10
20081110062750,10,11,2008,2008/11/10,06,27,50,06:27:50,17.90,-97.91,054,4.10
20081111095521,11,11,2008,2008/11/11,09,55,21,09:55:21,14.47,-94.82,016,4.10
20081112104747,12,11,2008,2008/11/12,10,47,47,10:47:47,15.95,-92.96,166,4.10
20081113121726,13,11,2008,2008/11/13,12,17,26,12:17:26,15.77,-94.55,018,4.10
20081114152529,14,11,2008,2008/11/14,15,25,29,15:25:29,17.94,-93.87,057,4.10
20081115153653,15,11,2008,2008/11/15,15,36,53,15:36:53,15.50,-93.73,094,3.90
20081116164704,16,11,2008,2008/11/16,16,47,04,16:47:04,15.98,-96.88,016,3.80
20081117051003,17,11,2008,2008/11/17,05,10,03,05:10:03,16.95,-95.33,103,4.30
20081118054631,18,11,2008,2008/11/18,05,46,31,05:46:31,16.95,-94.63,125,3.70
20081119145957,19,11,2008,2008/11/19,14,59,57,14:59:57,17.15,-93.81,012,3.70
20081120181747,20,11,2008,2008/11/20,18,17,47,18:17:47,14.25,-93.85,020,4.00
20081121195022,21,11,2008,2008/11/21,19,50,22,19:50:22,16.65,-97.58,041,3.80
20081122201117,22,11,2008,2008/11/22,20,11,17,20:11:17,15.03,-94.59,020,3.90
20081123030143,23,11,2008,2008/11/23,03,01,43,03:01:43,14.97,-93.28,013,3.80
20081124045451,24,11,2008,2008/11/24,04,54,51,04:54:51,17.41,-95.11,159,3.90
20081125045554,25,11,2008,2008/11/25,04,55,54,04:55:54,16.08,-97.62,018,3.90
20081126121238,26,11,2008,2008/11/26,12,12,38,12:12:38,16.96,-95.15,118,3.80
20081127234631,27,11,2008,2008/11/27,23,46,31,23:46:31,16.24,-95.90,061,3.70
20081128045333,28,11,2008,2008/11/28,04,53,33,04:53:33,14.45,-93.04,009,4.70
20081129105342,29,11,2008,2008/11/29,10,53,42,10:53:42,14.58,-92.72,024,4.80
20081130163358,30,11,2008,2008/11/30,16,33,58,16:33:58,18.03,-97.95,058,3.80
20081201181046,01,12,2008,2008/12/01,18,10,46,18:10:46,14.62,-92.11,103,3.90
20081202181933,02,12,2008,2008/12/02,18,19,33,18:19:33,15.89,-93.62,106,3.80
20081203205359,03,12,2008,2008/12/03,20,53,59,20:53:59,14.07,-93.11,019,4.10
20081204224412,04,12,2008,2008/12/04,22,44,12,22:44:12,14.04,-93.09,016,4.30
20081205002910,05,12,2008,2008/12/05,00,29,10,00:29:10,14.55,-92.36,076,4.10
20081206015300,06,12,2008,2008/12/06,01,53,00,01:53:00,15.44,-93.50,096,5.00
20081207160932,07,12,2008,2008/12/07,16,09,32,16:09:32,13.98,-93.18,014,4.40
20081208051353,08,12,2008,2008/12/08,05,13,53,05:13:53,14.10,-93.13,006,4.60
20081209133821,09,12,2008,2008/12/09,13,38,21,13:38:21,15.55,-92.65,160,4.20
20081210152334,10,12,2008,2008/12/10,15,23,34,15:23:34,14.18,-93.51,011,4.00
20081211160348,11,12,2008,2008/12/11,16,03,48,16:03:48,14.15,-93.49,011,4.30
20081212195721,12,12,2008,2008/12/12,19,57,21,19:57:21,15.93,-97.72,016,3.60
20081213063231,13,12,2008,2008/12/13,06,32,31,06:32:31,14.26,-93.12,016,4.20
20081214082417,14,12,2008,2008/12/14,08,24,17,08:24:17,15.90,-96.37,013,3.90
20081215174937,15,12,2008,2008/12/15,17,49,37,17:49:37,15.70,-95.49,025,3.90
20081216211303,16,12,2008,2008/12/16,21,13,03,21:13:03,16.20,-97.55,008,3.70
20081217112521,17,12,2008,2008/12/17,11,25,21,11:25:21,18.23,-94.08,032,4.10
20081218120239,18,12,2008,2008/12/18,12,02,39,12:02:39,17.44,-94.91,145,4.10
20081219141632,19,12,2008,2008/12/19,14,16,32,14:16:32,14.33,-92.75,020,4.20
20081220073209,20,12,2008,2008/12/20,07,32,09,07:32:09,15.65,-93.42,097,4.30
20081221111147,21,12,2008,2008/12/21,11,11,47,11:11:47,18.04,-92.62,115,4.10
20081222143437,22,12,2008,2008/12/22,14,34,37,14:34:37,15.45,-93.23,097,4.10
20081223031714,23,12,2008,2008/12/23,03,17,14,03:17:14,17.39,-94.51,159,3.80
20081224125134,24,12,2008,2008/12/24,12,51,34,12:51:34,17.03,-94.88,122,3.70
20081225094938,25,12,2008,2008/12/25,09,49,38,09:49:38,16.71,-95.30,081,3.60
20081226213640,26,12,2008,2008/12/26,21,36,40,21:36:40,18.10,-92.53,121,4.30
20081227003825,27,12,2008,2008/12/27,00,38,25,00:38:25,15.91,-95.90,023,4.00
20081228072553,28,12,2008,2008/12/28,07,25,53,07:25:53,16.18,-97.32,007,4.10
20081229032459,29,12,2008,2008/12/29,03,24,59,03:24:59,16.19,-97.57,016,4.00
20081230045354,30,12,2008,2008/12/30,04,53,54,04:53:54,15.88,-97.81,016,4.00
20081231104710,31,12,2008,2008/12/31,10,47,10,10:47:10,15.24,-92.87,125,4.50
20090101054617,01,01,2009,2009/01/01,05,46,17,05:46:17,17.09,-95.38,097,4.00
20090102155549,02,01,2009,2009/01/02,15,55,49,15:55:49,16.80,-95.11,088,3.70
20090103172153,03,01,2009,2009/01/03,17,21,53,17:21:53,15.37,-96.79,030,3.80
20090104044240,04,01,2009,2009/01/04,04,42,40,04:42:40,15.42,-96.79,031,4.20
20090105102135,05,01,2009,2009/01/05,10,21,35,10:21:35,15.35,-96.79,016,4.40
20090106133541,06,01,2009,2009/01/06,13,35,41,13:35:41,15.73,-93.94,016,4.40
20090107201241,07,01,2009,2009/01/07,20,12,41,20:12:41,16.91,-95.48,129,4.00
20090108031850,08,01,2009,2009/01/08,03,18,50,03:18:50,15.18,-92.01,205,4.10
20090109050644,09,01,2009,2009/01/09,05,06,44,05:06:44,15.78,-95.58,012,4.00
20090110040809,10,01,2009,2009/01/10,04,08,09,04:08:09,17.66,-94.95,142,4.10
20090111171934,11,01,2009,2009/01/11,17,19,34,17:19:34,17.08,-94.95,120,3.50
20090112070749,12,01,2009,2009/01/12,07,07,49,07:07:49,16.93,-95.27,108,3.90
20090113084823,13,01,2009,2009/01/13,08,48,23,08:48:23,16.16,-97.59,029,3.50
20090114130432,14,01,2009,2009/01/14,13,04,32,13:04:32,15.54,-95.38,024,4.00
20090115141834,15,01,2009,2009/01/15,14,18,34,14:18:34,15.38,-95.83,035,4.00
20090116043755,16,01,2009,2009/01/16,04,37,55,04:37:55,16.92,-95.29,107,4.30
20090117040248,17,01,2009,2009/01/17,04,02,48,04:02:48,17.05,-94.23,157,3.60
20090118072505,18,01,2009,2009/01/18,07,25,05,07:25:05,16.74,-94.71,111,3.90
20090119064448,19,01,2009,2009/01/19,06,44,48,06:44:48,15.06,-93.02,074,3.80
20090120065330,20,01,2009,2009/01/20,06,53,30,06:53:30,15.41,-93.57,045,3.70
20090121124847,21,01,2009,2009/01/21,12,48,47,12:48:47,16.93,-94.34,134,3.80
20090122133936,22,01,2009,2009/01/22,13,39,36,13:39:36,17.10,-95.09,134,3.90
20090123192818,23,01,2009,2009/01/23,19,28,18,19:28:18,15.06,-93.02,062,3.60
20090124163723,24,01,2009,2009/01/24,16,37,23,16:37:23,14.78,-93.84,016,4.20
20090125090933,25,01,2009,2009/01/25,09,09,33,09:09:33,17.08,-95.28,107,4.30
20090126105855,26,01,2009,2009/01/26,10,58,55,10:58:55,15.48,-93.27,100,4.10
20090127150621,27,01,2009,2009/01/27,15,06,21,15:06:21,16.60,-95.85,085,4.00
20090128072556,28,01,2009,2009/01/28,07,25,56,07:25:56,16.97,-91.19,016,4.20
20090129184457,29,01,2009,2009/01/29,18,44,57,18:44:57,15.66,-96.53,024,3.80
20090130051025,30,01,2009,2009/01/30,05,10,25,05:10:25,14.23,-92.95,021,4.30
20090131002808,31,01,2009,2009/01/31,00,28,08,00:28:08,16.14,-95.69,026,4.10
20090201072733,01,02,2009,2009/02/01,07,27,33,07:27:33,15.22,-94.85,016,4.10
20090202064109,02,02,2009,2009/02/02,06,41,09,06:41:09,15.81,-96.39,016,3.70
20090203132027,03,02,2009,2009/02/03,13,20,27,13:20:27,15.91,-97.47,016,3.60
20090204232121,04,02,2009,2009/02/04,23,21,21,23:21:21,14.56,-94.24,014,4.00
20090205004945,05,02,2009,2009/02/05,00,49,45,00:49:45,18.28,-94.58,035,3.80
20090206065248,06,02,2009,2009/02/06,06,52,48,06:52:48,15.72,-94.06,016,3.70
20090207093502,07,02,2009,2009/02/07,09,35,02,09:35:02,16.25,-93.99,093,3.70
20090208094346,08,02,2009,2009/02/08,09,43,46,09:43:46,15.41,-92.80,031,3.70
20090209215904,09,02,2009,2009/02/09,21,59,04,21:59:04,15.75,-94.01,061,4.50
20090210024618,10,02,2009,2009/02/10,02,46,18,02:46:18,14.28,-93.16,004,4.30
20090211054512,11,02,2009,2009/02/11,05,45,12,05:45:12,15.29,-91.89,199,4.70
20090212090120,12,02,2009,2009/02/12,09,01,20,09:01:20,15.61,-94.09,005,4.00
20090213115112,13,02,2009,2009/02/13,11,51,12,11:51:12,15.73,-94.01,061,4.00
20090214150501,14,02,2009,2009/02/14,15,05,01,15:05:01,15.80,-94.05,024,3.80
20090215233606,15,02,2009,2009/02/15,23,36,06,23:36:06,14.88,-93.99,020,4.00
20090216140204,16,02,2009,2009/02/16,14,02,04,14:02:04,16.89,-95.33,128,3.90
20090217132724,17,02,2009,2009/02/17,13,27,24,13:27:24,16.07,-97.56,016,3.60
20090218054015,18,02,2009,2009/02/18,05,40,15,05:40:15,15.20,-92.88,103,3.70
20090219061913,19,02,2009,2009/02/19,06,19,13,06:19:13,17.50,-94.81,160,3.90
20090220153055,20,02,2009,2009/02/20,15,30,55,15:30:55,14.97,-92.85,068,4.20
20090221070659,21,02,2009,2009/02/21,07,06,59,07:06:59,16.78,-94.06,148,4.00
20090222153937,22,02,2009,2009/02/22,15,39,37,15:39:37,15.72,-94.94,020,4.10
20090223023046,23,02,2009,2009/02/23,02,30,46,02:30:46,15.07,-94.85,016,4.20
20090224082702,24,02,2009,2009/02/24,08,27,02,08:27:02,16.37,-90.91,020,3.90
20090225235336,25,02,2009,2009/02/25,23,53,36,23:53:36,14.92,-94.86,016,4.10
20090226043546,26,02,2009,2009/02/26,04,35,46,04:35:46,14.44,-92.51,053,4.20
20090227055200,27,02,2009,2009/02/27,05,52,00,05:52:00,17.05,-96.80,063,4.10
20090228161727,28,02,2009,2009/02/28,16,17,27,16:17:27,15.01,-92.73,091,3.90
20090301015553,01,03,2009,2009/03/01,01,55,53,01:55:53,15.30,-93.29,081,3.70
20090302172759,02,03,2009,2009/03/02,17,27,59,17:27:59,17.20,-94.55,146,4.00
20090303175024,03,03,2009,2009/03/03,17,50,24,17:50:24,14.74,-93.51,016,4.30
20090304234608,04,03,2009,2009/03/04,23,46,08,23:46:08,16.07,-94.58,055,4.20
20090305051125,05,03,2009,2009/03/05,05,11,25,05:11:25,15.75,-93.75,100,4.80
20090306032211,06,03,2009,2009/03/06,03,22,11,03:22:11,15.20,-94.36,016,4.00
20090307114358,07,03,2009,2009/03/07,11,43,58,11:43:58,14.99,-93.20,060,3.70
20090308040122,08,03,2009,2009/03/08,04,01,22,04:01:22,15.09,-94.14,020,3.90
20090309045739,09,03,2009,2009/03/09,04,57,39,04:57:39,16.74,-95.13,124,3.70
20090310130727,10,03,2009,2009/03/10,13,07,27,13:07:27,16.05,-97.61,015,3.50
20090311131944,11,03,2009,2009/03/11,13,19,44,13:19:44,16.06,-97.57,017,3.90
20090312143257,12,03,2009,2009/03/12,14,32,57,14:32:57,15.34,-94.73,019,3.90
20090313232657,13,03,2009,2009/03/13,23,26,57,23:26:57,16.02,-97.58,021,3.70
20090314020244,14,03,2009,2009/03/14,02,02,44,02:02:44,15.93,-93.69,100,3.70
20090315062129,15,03,2009,2009/03/15,06,21,29,06:21:29,14.06,-93.37,018,4.10
20090316213751,16,03,2009,2009/03/16,21,37,51,21:37:51,17.42,-95.85,138,3.70
20090317075223,17,03,2009,2009/03/17,07,52,23,07:52:23,16.63,-94.78,095,4.00
20090318104321,18,03,2009,2009/03/18,10,43,21,10:43:21,17.03,-94.30,120,3.90
20090319145110,19,03,2009,2009/03/19,14,51,10,14:51:10,15.93,-97.64,016,3.70
20090320021417,20,03,2009,2009/03/20,02,14,17,02:14:17,16.36,-96.08,069,3.80
20090321053338,21,03,2009,2009/03/21,05,33,38,05:33:38,15.89,-97.38,016,3.60
20090322055325,22,03,2009,2009/03/22,05,53,25,05:53:25,16.07,-97.57,017,3.60
20090323094618,23,03,2009,2009/03/23,09,46,18,09:46:18,16.17,-97.54,016,3.50
20090324231240,24,03,2009,2009/03/24,23,12,40,23:12:40,15.87,-95.96,020,3.60
20090325031949,25,03,2009,2009/03/25,03,19,49,03:19:49,16.09,-97.58,012,3.60
20090326070346,26,03,2009,2009/03/26,07,03,46,07:03:46,16.13,-97.58,016,3.50
20090327155309,27,03,2009,2009/03/27,15,53,09,15:53:09,16.45,-97.97,029,3.60
20090328044756,28,03,2009,2009/03/28,04,47,56,04:47:56,17.21,-94.95,142,3.80
20090329104303,29,03,2009,2009/03/29,10,43,03,10:43:03,16.05,-97.55,017,3.60
20090330112958,30,03,2009,2009/03/30,11,29,58,11:29:58,15.58,-93.37,098,4.50
20090331121149,31,03,2009,2009/03/31,12,11,49,12:11:49,15.36,-94.81,059,3.90
20090401163115,01,04,2009,2009/04/01,16,31,15,16:31:15,14.71,-94.40,026,3.80
20090402084618,02,04,2009,2009/04/02,08,46,18,08:46:18,15.27,-96.15,016,3.80
20090403072759,03,04,2009,2009/04/03,07,27,59,07:27:59,15.98,-96.07,052,3.60
20090404055318,04,04,2009,2009/04/04,05,53,18,05:53:18,16.81,-94.21,129,3.60
20090405190407,05,04,2009,2009/04/05,19,04,07,19:04:07,14.97,-92.89,104,3.80
20090406221306,06,04,2009,2009/04/06,22,13,06,22:13:06,15.70,-91.47,068,4.00
20090407043149,07,04,2009,2009/04/07,04,31,49,04:31:49,14.11,-93.16,023,3.70
20090408004216,08,04,2009,2009/04/08,00,42,16,00:42:16,14.93,-94.55,016,4.20
20090409092758,09,04,2009,2009/04/09,09,27,58,09:27:58,13.91,-93.14,017,4.50
20090410131409,10,04,2009,2009/04/10,13,14,09,13:14:09,15.41,-93.55,078,3.90
20090411152504,11,04,2009,2009/04/11,15,25,04,15:25:04,16.72,-94.52,113,4.00
20090412000146,12,04,2009,2009/04/12,00,01,46,00:01:46,13.98,-93.51,019,4.20
20090413030624,13,04,2009,2009/04/13,03,06,24,03:06:24,17.16,-94.90,129,3.90
20090414045220,14,04,2009,2009/04/14,04,52,20,04:52:20,14.87,-92.84,079,3.80
20090415100812,15,04,2009,2009/04/15,10,08,12,10:08:12,15.63,-93.66,088,4.10
20090416124445,16,04,2009,2009/04/16,12,44,45,12:44:45,16.07,-96.44,045,4.00
20090417130555,17,04,2009,2009/04/17,13,05,55,13:05:55,16.46,-95.08,090,3.80
20090418165322,18,04,2009,2009/04/18,16,53,22,16:53:22,15.31,-93.31,104,4.40
20090419183142,19,04,2009,2009/04/19,18,31,42,18:31:42,14.26,-93.25,019,4.00
20090420192124,20,04,2009,2009/04/20,19,21,24,19:21:24,16.64,-96.83,051,3.60
20090421192429,21,04,2009,2009/04/21,19,24,29,19:24:29,14.28,-94.23,016,4.40
20090422210507,22,04,2009,2009/04/22,21,05,07,21:05:07,16.97,-94.13,151,3.80
20090423025458,23,04,2009,2009/04/23,02,54,58,02:54:58,17.40,-94.74,142,4.00
20090424033757,24,04,2009,2009/04/24,03,37,57,03:37:57,14.57,-94.13,016,4.70
20090425121804,25,04,2009,2009/04/25,12,18,04,12:18:04,13.99,-93.25,018,4.30
20090426132814,26,04,2009,2009/04/26,13,28,14,13:28:14,14.41,-94.25,017,4.50
20090427191951,27,04,2009,2009/04/27,19,19,51,19:19:51,14.01,-93.33,015,4.40
20090428013207,28,04,2009,2009/04/28,01,32,07,01:32:07,16.60,-94.26,114,4.70
20090429051514,29,04,2009,2009/04/29,05,15,14,05:15:14,16.83,-93.97,157,4.00
20090430163103,30,04,2009,2009/04/30,16,31,03,16:31:03,17.15,-94.46,146,4.00
20090501125948,01,05,2009,2009/05/01,12,59,48,12:59:48,15.44,-94.77,024,4.10
20090502010558,02,05,2009,2009/05/02,01,05,58,01:05:58,16.15,-94.19,086,4.10
20090503144626,03,05,2009,2009/05/03,14,46,26,14:46:26,16.24,-97.63,022,4.00
20090504195106,04,05,2009,2009/05/04,19,51,06,19:51:06,17.65,-95.39,103,3.90
20090505065018,05,05,2009,2009/05/05,06,50,18,06:50:18,16.18,-92.26,064,3.70
20090506094641,06,05,2009,2009/05/06,09,46,41,09:46:41,14.93,-92.27,115,4.00
20090507102329,07,05,2009,2009/05/07,10,23,29,10:23:29,17.38,-94.89,152,4.20
20090508205332,08,05,2009,2009/05/08,20,53,32,20:53:32,15.95,-96.80,009,3.50
20090509010917,09,05,2009,2009/05/09,01,09,17,01:09:17,14.00,-93.18,018,4.00
20090510023303,10,05,2009,2009/05/10,02,33,03,02:33:03,19.40,-95.90,022,4.00
20090511063838,11,05,2009,2009/05/11,06,38,38,06:38:38,16.09,-94.85,085,3.90
20090512092455,12,05,2009,2009/05/12,09,24,55,09:24:55,16.07,-97.58,016,3.80
20090513095112,13,05,2009,2009/05/13,09,51,12,09:51:12,16.88,-95.18,117,4.00
20090514150711,14,05,2009,2009/05/14,15,07,11,15:07:11,13.95,-93.12,017,3.90
20090515154303,15,05,2009,2009/05/15,15,43,03,15:43:03,14.14,-93.27,016,4.50
20090516162044,16,05,2009,2009/05/16,16,20,44,16:20:44,14.32,-93.25,016,4.20
20090517181905,17,05,2009,2009/05/17,18,19,05,18:19:05,14.16,-93.15,015,4.20
20090518142812,18,05,2009,2009/05/18,14,28,12,14:28:12,17.48,-94.77,148,4.30
20090519165320,19,05,2009,2009/05/19,16,53,20,16:53:20,13.91,-93.37,016,4.70
20090520165941,20,05,2009,2009/05/20,16,59,41,16:59:41,14.06,-93.29,014,4.30
20090521215152,21,05,2009,2009/05/21,21,51,52,21:51:52,14.09,-93.40,014,4.60
20090522050347,22,05,2009,2009/05/22,05,03,47,05:03:47,16.84,-94.73,071,4.00
20090523071542,23,05,2009,2009/05/23,07,15,42,07:15:42,14.24,-93.40,005,4.20
20090524114922,24,05,2009,2009/05/24,11,49,22,11:49:22,14.45,-93.05,034,4.70
20090525184827,25,05,2009,2009/05/25,18,48,27,18:48:27,14.00,-93.42,017,4.60
20090526231533,26,05,2009,2009/05/26,23,15,33,23:15:33,17.85,-95.65,125,3.80
20090527044529,27,05,2009,2009/05/27,04,45,29,04:45:29,14.81,-92.06,081,4.40
20090528075235,28,05,2009,2009/05/28,07,52,35,07:52:35,16.29,-97.61,006,3.90
20090529021947,29,05,2009,2009/05/29,02,19,47,02:19:47,14.19,-93.18,013,4.50
20090530090217,30,05,2009,2009/05/30,09,02,17,09:02:17,16.72,-94.41,122,3.80
20090531165739,31,05,2009,2009/05/31,16,57,39,16:57:39,17.53,-94.67,173,3.80
20090601022430,01,06,2009,2009/06/01,02,24,30,02:24:30,17.15,-94.02,181,4.20
20090602023405,02,06,2009,2009/06/02,02,34,05,02:34:05,13.93,-93.15,006,4.00
20090603122403,03,06,2009,2009/06/03,12,24,03,12:24:03,17.48,-94.80,152,4.30
20090604182120,04,06,2009,2009/06/04,18,21,20,18:21:20,15.72,-94.49,058,4.50
20090605032159,05,06,2009,2009/06/05,03,21,59,03:21:59,15.34,-94.73,020,3.90
20090606061845,06,06,2009,2009/06/06,06,18,45,06:18:45,14.51,-92.75,053,4.20
20090607063040,07,06,2009,2009/06/07,06,30,40,06:30:40,14.49,-92.75,055,4.20
20090608144557,08,06,2009,2009/06/08,14,45,57,14:45:57,14.18,-93.54,016,3.90
20090609155857,09,06,2009,2009/06/09,15,58,57,15:58:57,14.14,-93.39,018,4.20
20090610160327,10,06,2009,2009/06/10,16,03,27,16:03:27,15.00,-94.82,020,4.20
20090611163143,11,06,2009,2009/06/11,16,31,43,16:31:43,17.12,-94.06,178,4.00
20090612003656,12,06,2009,2009/06/12,00,36,56,00:36:56,15.43,-94.79,039,4.00
20090613070452,13,06,2009,2009/06/13,07,04,52,07:04:52,14.89,-92.44,097,4.10
20090614025027,14,06,2009,2009/06/14,02,50,27,02:50:27,14.11,-93.33,010,3.80
20090615104757,15,06,2009,2009/06/15,10,47,57,10:47:57,13.87,-93.33,011,3.90
20090616002949,16,06,2009,2009/06/16,00,29,49,00:29:49,14.05,-93.42,016,4.40
20090617012636,17,06,2009,2009/06/17,01,26,36,01:26:36,15.31,-94.79,016,4.30
20090618211430,18,06,2009,2009/06/18,21,14,30,21:14:30,15.42,-93.23,102,4.30
20090619165945,19,06,2009,2009/06/19,16,59,45,16:59:45,15.69,-93.95,028,4.20
20090620170811,20,06,2009,2009/06/20,17,08,11,17:08:11,16.11,-97.23,016,3.40
20090621230423,21,06,2009,2009/06/21,23,04,23,23:04:23,15.91,-95.43,019,3.90
20090622121753,22,06,2009,2009/06/22,12,17,53,12:17:53,16.09,-95.82,016,3.90
20090623123619,23,06,2009,2009/06/23,12,36,19,12:36:19,15.15,-94.45,016,4.10
20090624051033,24,06,2009,2009/06/24,05,10,33,05:10:33,16.05,-94.02,094,4.00
20090625072057,25,06,2009,2009/06/25,07,20,57,07:20:57,16.74,-94.59,115,3.90
20090626212231,26,06,2009,2009/06/26,21,22,31,21:22:31,15.98,-94.98,060,4.30
20090627231237,27,06,2009,2009/06/27,23,12,37,23:12:37,16.84,-94.65,100,3.90
20090628015711,28,06,2009,2009/06/28,01,57,11,01:57:11,17.09,-95.39,113,3.90
20090629095655,29,06,2009,2009/06/29,09,56,55,09:56:55,14.45,-93.62,017,4.00
20090630095847,30,06,2009,2009/06/30,09,58,47,09:58:47,14.07,-93.36,007,4.10
20090701104233,01,07,2009,2009/07/01,10,42,33,10:42:33,16.77,-94.23,130,4.40
20090702191957,02,07,2009,2009/07/02,19,19,57,19:19:57,16.39,-96.09,069,3.80
20090703232842,03,07,2009,2009/07/03,23,28,42,23:28:42,15.35,-94.72,016,3.90
20090704032300,04,07,2009,2009/07/04,03,23,00,03:23:00,15.35,-94.61,016,4.00
20090705125411,05,07,2009,2009/07/05,12,54,11,12:54:11,15.14,-93.26,072,3.80
20090706185055,06,07,2009,2009/07/06,18,50,55,18:50:55,16.70,-98.07,037,3.70
20090707005624,07,07,2009,2009/07/07,00,56,24,00:56:24,16.11,-97.54,016,3.60
20090708223048,08,07,2009,2009/07/08,22,30,48,22:30:48,17.04,-94.90,144,3.80
20090709005005,09,07,2009,2009/07/09,00,50,05,00:50:05,17.29,-94.57,154,3.90
20090710091203,10,07,2009,2009/07/10,09,12,03,09:12:03,16.10,-95.58,081,3.90
20090711132213,11,07,2009,2009/07/11,13,22,13,13:22:13,18.21,-94.58,031,3.80
20090712133529,12,07,2009,2009/07/12,13,35,29,13:35:29,16.75,-95.40,130,3.80
20090713163030,13,07,2009,2009/07/13,16,30,30,16:30:30,15.55,-93.28,101,3.50
20090714164901,14,07,2009,2009/07/14,16,49,01,16:49:01,17.35,-94.66,159,3.90
20090715202554,15,07,2009,2009/07/15,20,25,54,20:25:54,14.75,-92.59,084,4.00
20090716202928,16,07,2009,2009/07/16,20,29,28,20:29:28,14.81,-94.45,016,4.00
20090717204042,17,07,2009,2009/07/17,20,40,42,20:40:42,14.61,-94.42,016,4.00
20090718042227,18,07,2009,2009/07/18,04,22,27,04:22:27,14.24,-93.19,016,4.10
20090719050030,19,07,2009,2009/07/19,05,00,30,05:00:30,17.98,-97.45,060,4.20
20090720152839,20,07,2009,2009/07/20,15,28,39,15:28:39,14.28,-93.11,013,4.00
20090721031559,21,07,2009,2009/07/21,03,15,59,03:15:59,15.63,-97.21,005,3.60
20090722195835,22,07,2009,2009/07/22,19,58,35,19:58:35,16.16,-96.79,031,3.80
20090723201510,23,07,2009,2009/07/23,20,15,10,20:15:10,14.60,-93.64,016,4.00
20090724043642,24,07,2009,2009/07/24,04,36,42,04:36:42,16.17,-97.31,005,3.90
20090725055448,25,07,2009,2009/07/25,05,54,48,05:54:48,14.10,-93.88,010,4.00
20090726100825,26,07,2009,2009/07/26,10,08,25,10:08:25,14.15,-92.97,018,4.10
20090727005319,27,07,2009,2009/07/27,00,53,19,00:53:19,16.08,-96.54,043,3.50
20090728125116,28,07,2009,2009/07/28,12,51,16,12:51:16,15.49,-93.29,104,4.10
20090729144550,29,07,2009,2009/07/29,14,45,50,14:45:50,17.16,-95.06,154,3.60
20090730005219,30,07,2009,2009/07/30,00,52,19,00:52:19,15.88,-97.01,020,3.30
20090731023839,31,07,2009,2009/07/31,02,38,39,02:38:39,16.05,-95.04,086,4.10
20090801005703,01,08,2009,2009/08/01,00,57,03,00:57:03,14.74,-93.82,015,4.10
20090802013809,02,08,2009,2009/08/02,01,38,09,01:38:09,16.31,-97.58,030,3.50
20090803102443,03,08,2009,2009/08/03,10,24,43,10:24:43,15.75,-96.39,024,4.10
20090804123653,04,08,2009,2009/08/04,12,36,53,12:36:53,15.19,-93.31,075,4.10
20090805150338,05,08,2009,2009/08/05,15,03,38,15:03:38,16.75,-95.11,107,3.50
20090806165223,06,08,2009,2009/08/06,16,52,23,16:52:23,15.24,-93.25,079,4.00
20090807201012,07,08,2009,2009/08/07,20,10,12,20:10:12,16.71,-94.85,140,3.70
20090808204349,08,08,2009,2009/08/08,20,43,49,20:43:49,15.23,-93.34,076,4.00
20090809221135,09,08,2009,2009/08/09,22,11,35,22:11:35,14.40,-93.16,017,3.40
20090810035015,10,08,2009,2009/08/10,03,50,15,03:50:15,14.66,-93.32,006,3.50
20090811041938,11,08,2009,2009/08/11,04,19,38,04:19:38,15.49,-94.72,017,3.60
20090812050459,12,08,2009,2009/08/12,05,04,59,05:04:59,16.53,-93.73,150,3.60
20090813142446,13,08,2009,2009/08/13,14,24,46,14:24:46,16.04,-97.63,021,3.80
20090814041456,14,08,2009,2009/08/14,04,14,56,04:14:56,15.37,-92.24,215,3.80
20090815223942,15,08,2009,2009/08/15,22,39,42,22:39:42,14.48,-95.17,015,4.10
20090816225751,16,08,2009,2009/08/16,22,57,51,22:57:51,14.97,-94.99,020,4.00
