    2.6665	    2.5355
    1.6785	    0.6471
    1.6849	    1.0787
    2.6745	    1.2249
    4.5170	    2.8993
    2.9958	    2.9290
    3.5663	    1.9337
    2.6422	    1.4133
    2.0864	    0.3899
    1.8251	    0.6319
    1.8348	    0.9958
    1.5678	    1.0009
    1.8794	    1.0365
    2.0012	    0.8788
    2.2212	    0.9075
    2.0045	    1.1182
    2.1745	    1.4355
    2.1379	    1.0446
    2.1022	    0.9974
    2.2809	    1.1687
    2.1329	    1.1242
    1.9368	    1.0693
    1.8710	    0.8374
    1.8768	    0.4433
    1.4371	    0.6935
    1.2819	    0.5794
    1.0359	    0.6082
    0.9908	    0.6191
    0.9932	    0.6321
    1.0703	    0.6704
    1.1029	    0.7183
    1.1187	    0.7341
    1.2252	    0.8161
    1.2758	    0.8395
    1.3907	    0.9178
    1.3680	    0.9031
    1.3693	    0.8863
    1.3827	    0.9045
    1.3413	    0.8891
    1.3824	    0.8921
    1.3617	    0.9017
    1.3169	    0.8647
    1.3352	    0.8744
    1.2901	    0.8528
    1.2753	    0.8363
    1.3016	    0.8535
    1.3451	    0.8932
    1.3698	    0.9109
    1.4236	    0.9379
    1.5133	    1.0005
    1.5378	    0.9946
    1.6029	    0.8599
    1.7067	    0.8703
    1.8254	    0.8793
    1.5945	    0.8728
    1.5709	    0.9683
    1.4640	    0.9421
    1.4697	    0.9707
    1.4736	    0.9715
    1.4791	    0.9730
    1.5479	    1.0150
    1.4808	    0.9719
    1.4811	    0.9656
    1.4627	    0.9298
    1.4586	    0.9307
    1.4958	    0.9476
    1.5417	    0.9734
    1.4926	    0.9515
    1.5469	    0.9770
    1.5731	    1.0070
    1.5689	    1.0140
    1.5882	    1.0081
    1.5561	    0.9578
    1.4710	    0.9011
    1.4008	    0.8590
    1.3744	    0.8362
    1.2832	    0.7655
    1.2715	    0.7338
    1.2129	    0.7284
    1.2394	    0.7230
    1.2375	    0.7135
    1.2209	    0.7050
    1.2265	    0.7185
    1.1695	    0.6987
    1.1907	    0.6679
    1.2033	    0.6917
    1.1937	    0.6866
    1.1862	    0.6886
    1.1741	    0.7094
    1.1465	    0.7208
    1.1680	    0.7434
    1.1581	    0.7315
    1.1530	    0.7329
    1.1585	    0.7480
    1.1996	    0.7832
    1.1937	    0.7805
    1.2303	    0.8132
    1.2523	    0.8288
    1.2693	    0.8376
    1.2554	    0.8320
    1.2836	    0.8487
    1.3092	    0.8605
    1.3313	    0.8721
    1.3060	    0.8575
    1.2934	    0.8487
    1.3314	    0.8725
    1.2771	    0.8390
    1.2506	    0.8224
    1.2500	    0.8228
    1.2329	    0.8149
    1.2088	    0.7965
    1.2296	    0.8090
    1.2445	    0.8171
    1.2552	    0.8203
    1.2632	    0.8292
    1.2766	    0.8440
    1.2752	    0.8423
    1.3133	    0.8697
    1.2872	    0.8537
    1.2918	    0.8577
    1.3167	    0.8752
    1.3342	    0.8875
    1.3314	    0.8810
    1.3486	    0.8972
    1.3276	    0.8799
    1.3315	    0.8822
    1.3134	    0.8684
    1.2930	    0.8522
    1.3106	    0.8599
    1.2985	    0.8515
    1.3137	    0.8585
    1.3175	    0.8585
    1.3294	    0.8644
    1.3488	    0.8787
    1.3791	    0.8988
    1.3636	    0.8857
    1.3693	    0.8858
    1.3123	    0.8450
    1.3007	    0.8384
    1.3164	    0.8505
    1.2979	    0.8411
    1.2776	    0.8261
    1.2573	    0.8146
    1.2248	    0.7935
    1.2199	    0.7936
    1.2159	    0.7846
    1.2039	    0.7897
    1.2178	    0.7997
    1.2055	    0.7932
    1.2180	    0.8033
    1.1972	    0.7944
    1.1852	    0.7867
    1.1869	    0.7866
    1.1840	    0.7856
    1.1810	    0.7855
    1.1761	    0.7825
    1.1628	    0.7735
    1.1724	    0.7804
    1.1787	    0.7853
    1.1747	    0.7828
    1.1775	    0.7844
    1.1699	    0.7779
    1.1559	    0.7674
    1.1389	    0.7522
    1.1260	    0.7475
    1.1371	    0.7500
    1.1337	    0.7494
    1.1165	    0.7350
    1.1136	    0.7338
    1.1154	    0.7378
    1.1232	    0.7418
    1.1440	    0.7547
    1.1657	    0.7670
    1.1494	    0.7545
    1.1515	    0.7560
    1.1733	    0.7716
    1.1794	    0.7747
    1.1886	    0.7821
    1.1995	    0.7856
    1.2142	    0.7979
    1.2289	    0.8086
    1.2259	    0.8052
    1.2302	    0.8054
    1.2320	    0.8086
    1.2241	    0.8063
    1.2242	    0.8065
    1.2188	    0.8032
    1.1896	    0.7838
    1.1705	    0.7716
    1.1791	    0.7784
    1.1743	    0.7777
    1.1583	    0.7656
    1.1467	    0.7578
    1.1590	    0.7646
    1.1394	    0.7530
    1.1521	    0.7601
    1.1595	    0.7639
    1.1668	    0.7699
    1.1551	    0.7637
    1.1456	    0.7590
    1.1501	    0.7629
    1.1432	    0.7583
    1.1346	    0.7519
    1.1276	    0.7482
    1.1405	    0.7571
    1.1510	    0.7639
    1.1564	    0.7676
    1.1551	    0.7669
    1.1405	    0.7574
    1.1380	    0.7548
    1.1331	    0.7516
    1.1367	    0.7528
    1.1404	    0.7540
    1.1251	    0.7429
    1.1245	    0.7414
    1.1158	    0.7358
    1.1051	    0.7307
    1.1056	    0.7297
    1.1045	    0.7254
    1.0991	    0.7225
    1.0905	    0.7171
    1.0860	    0.7156
    1.0671	    0.7029
    1.0615	    0.7015
    1.0615	    0.7012
    1.0540	    0.6950
    1.0496	    0.6916
    1.0523	    0.6939
    1.0563	    0.6971
    1.0593	    0.6990
    1.0540	    0.6950
    1.0426	    0.6856
    1.0463	    0.6886
    1.0354	    0.6824
    1.0292	    0.6777
    1.0283	    0.6741
    1.0311	    0.6766
    1.0220	    0.6707
    1.0152	    0.6665
    1.0137	    0.6672
    1.0139	    0.6668
    1.0130	    0.6647
    1.0158	    0.6682
    1.0137	    0.6668
    1.0215	    0.6719
    1.0047	    0.6618
    1.0009	    0.6598
    0.9978	    0.6591
    0.9932	    0.6542
    0.9895	    0.6521
    0.9888	    0.6519
    1.0005	    0.6576
    0.9887	    0.6488
    1.0064	    0.6616
    1.0137	    0.6676
    1.0138	    0.6676
    1.0058	    0.6617
    1.0050	    0.6598
    1.0002	    0.6569
    0.9934	    0.6496
    0.9929	    0.6452
    0.9947	    0.6498
    1.0011	    0.6526
    1.0085	    0.6553
    1.0147	    0.6587
    1.0173	    0.6610
    1.0189	    0.6643
    1.0088	    0.6574
    1.0049	    0.6568
    1.0069	    0.6553
    1.0127	    0.6596
    1.0110	    0.6613
    1.0176	    0.6625
    1.0275	    0.6663
    1.0327	    0.6694
    1.0343	    0.6708
    1.0463	    0.6765
    1.0475	    0.6778
    1.0560	    0.6832
    1.0548	    0.6844
    1.0651	    0.6911
    1.0632	    0.6890
    1.0615	    0.6868
    1.0658	    0.6885
    1.0633	    0.6893
    1.0753	    0.6939
    1.0622	    0.6861
    1.0716	    0.6907
    1.0724	    0.6908
    1.0714	    0.6908
    1.0709	    0.6877
    1.0721	    0.6895
    1.0773	    0.6907
    1.0869	    0.6945
    1.0899	    0.6998
    1.0917	    0.7030
    1.0982	    0.7094
    1.1018	    0.7098
    1.1050	    0.7108
    1.1119	    0.7133
    1.1185	    0.7155
    1.1210	    0.7144
    1.1206	    0.7136
    1.1134	    0.7085
    1.1165	    0.7103
    1.1185	    0.7130
    1.1113	    0.7124
    1.1129	    0.7137
    1.1210	    0.7148
    1.1255	    0.7149
    1.1319	    0.7179
    1.1359	    0.7211
    1.1459	    0.7265
    1.1551	    0.7341
    1.1706	    0.7437
    1.1728	    0.7418
    1.1582	    0.7355
    1.1724	    0.7409
    1.1795	    0.7442
    1.1849	    0.7459
    1.1874	    0.7495
    1.1879	    0.7541
    1.1899	    0.7550
    1.2075	    0.7639
    1.2130	    0.7684
    1.2285	    0.7752
    1.2461	    0.7820
    1.2416	    0.7778
    1.2535	    0.7805
    1.2479	    0.7763
    1.2532	    0.7816
    1.2580	    0.7832
    1.2619	    0.7849
    1.2632	    0.7867
    1.2507	    0.7814
    1.2522	    0.7829
    1.2594	    0.7891
    1.2619	    0.7881
    1.2621	    0.7909
    1.2578	    0.7896
    1.2582	    0.7902
    1.2602	    0.7863
    1.2477	    0.7776
    1.2440	    0.7759
    1.2413	    0.7782
    1.2400	    0.7800
    1.2448	    0.7797
    1.2336	    0.7734
    1.2290	    0.7727
    1.2310	    0.7752
    1.2292	    0.7735
    1.2220	    0.7643
    1.2203	    0.7618
    1.2170	    0.7613
    1.2197	    0.7659
    1.2207	    0.7642
    1.2209	    0.7634
    1.2148	    0.7608
    1.2180	    0.7592
    1.2236	    0.7637
    1.2256	    0.7648
