    2.0404	    0.7481
    2.1648	    1.2164
    2.2922	    1.8552
    1.7202	    1.4364
    2.8954	    1.4530
    3.1995	    1.2387
    1.7618	    1.1920
    0.9967	    0.7390
    2.1509	    0.5609
    2.2796	    1.1597
    2.3905	    1.0743
    2.8541	    2.0714
    2.9560	    1.9189
    3.0686	    2.5291
    3.1804	    2.5655
    3.1189	    2.3693
    2.4244	    2.0383
    2.4245	    2.0729
    2.2769	    1.9488
    2.2972	    1.9716
    2.3768	    2.0555
    3.1307	    2.5605
    2.9460	    2.3810
    3.0366	    2.5794
    3.1718	    2.3317
    2.3693	    1.9463
    2.1417	    1.7564
    2.0138	    1.7397
    1.7722	    1.4871
    1.4225	    1.2273
    1.3708	    1.1710
    1.3086	    1.1257
    1.1932	    1.0277
    1.1587	    0.9851
    0.9870	    0.8529
    0.9419	    0.8147
    0.9256	    0.7988
    0.9135	    0.7903
    0.9556	    0.8242
    0.9601	    0.8252
    0.9336	    0.8084
    0.9571	    0.8273
    0.9190	    0.7904
    0.9712	    0.8285
    0.9896	    0.8391
    0.9878	    0.8409
    0.9569	    0.8269
    0.9879	    0.8405
    0.9715	    0.8356
    0.9426	    0.8133
    0.8839	    0.7549
    0.9269	    0.7991
    0.8970	    0.7762
    0.9440	    0.8170
    0.9515	    0.8233
    0.9399	    0.8139
    0.9721	    0.8411
    0.9765	    0.8438
    1.0136	    0.8764
    1.0523	    0.9048
    1.0189	    0.8735
    1.0045	    0.8533
    1.0530	    0.8897
    1.0863	    0.9370
    1.0658	    0.9188
    1.0865	    0.9293
    1.1106	    0.9457
    1.0193	    0.8722
    1.0329	    0.8757
    1.0081	    0.8585
    0.9948	    0.8540
    0.9534	    0.8174
    0.9349	    0.7999
    0.9626	    0.8229
